PID,HP_X,HP_Y,HP_Z,HR_X,HR_Y,HR_Z,HR_W,LP_X,LP_Y,LP_Z,LR_X,LR_Y,LR_Z,LR_W,RP_X,RP_Y,RP_Z,RR_X,RR_Y,RR_Z,RR_W
1,-0.5934315,3.350735,-2.107981,0.09493001,0.8083212,-0.1811634,0.5520734,0.1461528,2.53183,-1.789999,-0.6961282,-0.614557,0.2352588,0.2870164,0.308391,2.114509,-2.659555,-0.2166632,0.9483187,-0.194084,0.1268078
1,-0.6234999,3.344175,-2.072433,0.1098253,0.8039107,-0.1974457,0.5501648,0.1222369,2.479954,-1.749269,-0.7161911,-0.6068899,0.2156243,0.2688142,0.2218813,1.988763,-2.604496,-0.1479598,0.9606466,-0.2168364,0.09081892
1,-0.6582121,3.338628,-2.04611,0.123139,0.7979341,-0.2083382,0.5520264,0.05463811,2.433468,-1.717379,-0.7502946,-0.5716816,0.2024439,0.2631626,0.07900821,1.924343,-2.499426,-0.04007863,0.9659444,-0.2355766,0.09924087
1,-0.687023,3.331726,-2.023273,0.1317631,0.7892859,-0.2129986,0.5606228,0.06181837,2.354253,-1.691189,-0.769918,-0.554655,0.1984304,0.2453766,0.003184685,1.911388,-2.419089,0.05157153,0.9422784,-0.2853746,0.1673711
1,-0.7052318,3.331111,-2.001786,0.1395665,0.7776428,-0.2124509,0.5750283,0.04173663,2.307121,-1.682073,-0.7970126,-0.5325854,0.1782778,0.2221279,-0.06182825,2.023001,-2.305636,0.1192432,0.879073,-0.3843774,0.2554715
1,-0.719211,3.331008,-1.987406,0.1462627,0.773415,-0.2109516,0.5795998,0.04035813,2.247646,-1.629811,-0.8344563,-0.4947529,0.1382565,0.1994677,-0.1004664,2.223181,-2.224835,0.09249821,0.7917126,-0.5041744,0.3323306
1,-0.7285892,3.323302,-1.981937,0.1513387,0.7833305,-0.2141992,0.5635678,0.001324552,2.243856,-1.592259,-0.8619443,-0.4498917,0.0689831,0.2233628,-0.08695151,2.286426,-2.228275,0.002622395,0.7831706,-0.5560807,0.2782286
1,-0.7370305,3.313295,-1.990942,0.1557448,0.8096061,-0.2192577,0.5217351,-0.01352346,2.220619,-1.604434,-0.8738546,-0.4097759,0.04862759,0.257094,-0.2379721,2.252032,-2.294783,-0.05899459,0.8375859,-0.5053068,0.1990843
1,-0.7445372,3.305666,-1.996679,0.15545,0.8309388,-0.2257908,0.4841431,-0.01163942,2.189349,-1.662071,-0.8738126,-0.3927459,0.1062776,0.2662843,-0.4452587,2.114384,-2.377692,-0.30499,0.885366,-0.2301189,0.2648651
1,-0.761054,3.301928,-1.994225,0.1554733,0.8420173,-0.2325034,0.4612777,-0.004443612,2.165546,-1.736157,-0.8778396,-0.3651961,0.1532399,0.2693454,-0.616372,2.077541,-2.43778,-0.5447484,0.776206,-0.1838707,0.2587373
1,-0.7796596,3.301865,-1.991479,0.1453904,0.8546039,-0.2336992,0.4403391,0.002870542,2.176254,-1.800011,-0.8699067,-0.3584358,0.1858599,0.2832707,-0.6264384,2.262018,-2.457452,-0.6354026,0.7472507,-0.1423212,0.1327582
1,-0.7861727,3.303258,-1.987222,-0.1417611,-0.8609591,0.2294522,-0.4312828,-0.002493421,2.179461,-1.839321,-0.8629573,-0.3611315,0.2102149,0.2840747,-0.5341066,2.246032,-2.487927,-0.5351054,0.8119334,-0.2169192,0.08586281
1,-0.7882987,3.303217,-1.99744,-0.1442765,-0.8607157,0.2276771,-0.4318751,-0.01176521,2.173708,-1.840992,-0.8553222,-0.3775848,0.2046971,0.2897461,-0.5041875,2.275629,-2.521759,-0.4950739,0.860558,-0.09353186,0.07479057
1,-0.7848777,3.302005,-2.025525,0.150656,0.8527814,-0.2217065,0.4482331,-0.02513974,2.155001,-1.793441,-0.8507891,-0.4060187,0.1666534,0.2890213,-0.447382,2.257715,-2.64906,-0.4701312,0.8710171,-0.09291526,0.1080401
1,-0.7763866,3.307379,-2.080079,0.1535359,0.8413185,-0.219363,0.4695634,-0.04857327,2.158929,-1.757711,-0.8605759,-0.3931585,0.145889,0.2890536,-0.3464347,2.296293,-2.758845,-0.4711773,0.8724955,-0.08588725,0.09678238
1,-0.7583225,3.312285,-2.166917,0.153651,0.8245227,-0.213416,0.5010062,-0.05157227,2.162273,-1.769832,-0.8671982,-0.4042481,0.1154858,0.2668591,-0.2291704,2.317117,-2.862451,-0.4646018,0.8791878,-0.06474312,0.08356
1,-0.7334856,3.307207,-2.29337,0.1555353,0.7980977,-0.203857,0.5452442,-0.06576996,2.167514,-1.792148,-0.8685008,-0.4180607,0.08599684,0.252064,-0.1511769,2.31215,-2.910208,-0.4421823,0.8873428,-0.08332347,0.1007711
1,-0.7010146,3.301683,-2.462216,0.1610688,0.7601258,-0.1855124,0.6015403,-0.08313035,2.170113,-1.832348,-0.8749418,-0.426661,0.05982273,0.2210397,-0.09473184,2.256291,-2.934726,-0.4344483,0.880408,-0.1151665,0.1512384
1,-0.656888,3.306868,-2.62742,0.1661848,0.7053472,-0.1695583,0.6679206,-0.09782059,2.173943,-1.915169,-0.8791196,-0.4351829,0.01607652,0.1936649,-0.03035382,2.194397,-2.987001,-0.4111779,0.8735017,-0.1665998,0.2004298
1,-0.6072757,3.322557,-2.761203,0.1747388,0.623879,-0.1456669,0.7476781,-0.1294619,2.194736,-1.976793,-0.8887624,-0.4345342,-0.03820752,0.1407894,0.0361195,2.145139,-3.041636,-0.3827406,0.8588049,-0.2253331,0.255321
1,-0.5578114,3.354055,-2.865648,0.166195,0.5175578,-0.120565,0.8306487,-0.1813574,2.193847,-2.013409,-0.8888763,-0.4389108,-0.1158032,0.06201616,0.07095114,2.118468,-3.042022,-0.3663629,0.8286788,-0.2558353,0.3370726
1,-0.548251,3.372833,-2.916377,0.1598195,0.4466999,-0.1153964,0.8726974,-0.2475182,2.189022,-2.075574,-0.867135,-0.4676875,-0.1707975,0.01317266,0.06230857,2.063545,-3.009043,-0.3192311,0.7982028,-0.3192061,0.3988374
1,-0.569677,3.386262,-2.940564,0.1507355,0.3861853,-0.1049575,0.903949,-0.3344317,2.236641,-2.103694,-0.8723658,-0.448649,-0.1940621,-0.005650594,0.01451085,1.986893,-2.958062,-0.2311554,0.7875279,-0.3368277,0.4614262
1,-0.6160378,3.397902,-2.941507,0.1342935,0.3736502,-0.09767529,0.9125844,-0.3771458,2.265703,-2.087623,-0.8683954,-0.4539097,-0.1974902,-0.02920581,-0.07280704,1.943438,-2.921315,-0.1755595,0.769138,-0.3154628,0.5273414
1,-0.6834289,3.431668,-2.93446,0.08498393,0.400664,-0.07752835,0.9089749,-0.40286,2.267152,-2.081108,-0.8585083,-0.4774057,-0.1840456,-0.03427081,-0.1372253,1.895021,-2.900907,-0.1488203,0.7616829,-0.303068,0.5530294
1,-0.7640062,3.473903,-2.927624,-0.00463322,0.4600454,-0.04280844,0.8868507,-0.4370118,2.250401,-2.090891,-0.8533422,-0.4958473,-0.1596745,-0.02113551,-0.1903154,1.879378,-2.89553,-0.11934,0.7787478,-0.2943241,0.541002
1,-0.8563647,3.497083,-2.920404,-0.05333477,0.5043274,-0.02105371,0.8616067,-0.4580975,2.196913,-2.090242,-0.8650408,-0.4838718,-0.1322352,0.009292935,-0.1947556,2.0522,-2.850863,-0.1877241,0.7665965,-0.2911108,0.5406883
1,-0.9322177,3.51636,-2.918655,-0.0891729,0.537722,-0.008655975,0.8383486,-0.4693236,2.2033,-2.113852,-0.8770444,-0.4641424,-0.119633,0.03244897,-0.07742975,2.646577,-2.762282,-0.3456897,0.6880033,-0.350495,0.5332011
1,-0.9899005,3.536336,-2.907616,-0.1282604,0.5477403,0.01376562,0.826644,-0.4622571,2.253355,-2.142332,-0.8775318,-0.4678655,-0.09644641,0.04168763,-0.03511393,3.250885,-2.728396,-0.575842,0.5596319,-0.325993,0.4989456
1,-1.039102,3.543901,-2.889349,-0.1520527,0.5603424,0.03305607,0.8135132,-0.4661497,2.27151,-2.166724,-0.8656238,-0.4898178,-0.07586216,0.0708442,0.1257447,3.658239,-2.650773,-0.7086934,0.4984722,-0.2743871,0.417122
1,-1.076403,3.547718,-2.866398,-0.171547,0.5735582,0.06359633,0.7984724,-0.493582,2.272115,-2.155262,-0.8594505,-0.4989799,-0.06968822,0.08664559,0.3270117,3.616816,-2.608426,-0.6461732,0.5814728,-0.2229087,0.4412045
1,-1.099493,3.552521,-2.851012,-0.1841141,0.5846199,0.08976896,0.7850243,-0.5295019,2.272439,-2.1345,-0.8537953,-0.5054056,-0.06851015,0.1044274,0.05049764,3.3655,-2.731417,-0.6406382,0.6185902,-0.2724411,0.3642865
1,-1.102607,3.557643,-2.847942,-0.1859422,0.5880857,0.1000354,0.780752,-0.5396847,2.297982,-2.131351,-0.8482018,-0.5130532,-0.08339319,0.1018613,-0.0723321,3.168999,-2.82673,-0.7077487,0.5211763,-0.3135443,0.3593844
1,-1.093586,3.561469,-2.855018,-0.1871232,0.5885966,0.1046482,0.7794791,-0.5127275,2.316175,-2.132817,-0.8353556,-0.535235,-0.07356543,0.1014528,0.0239789,3.3532,-2.761667,-0.6748986,0.5848794,-0.2633764,0.364775
1,-1.078422,3.567225,-2.853874,-0.1956127,0.5840091,0.1097829,0.780139,-0.4801084,2.338359,-2.13443,-0.8210674,-0.556008,-0.06752522,0.1101985,0.2196998,3.500399,-2.653853,-0.5353246,0.7919783,-0.1283491,0.264054
1,-1.055014,3.597279,-2.848375,-0.2011905,0.5786446,0.1197694,0.7812478,-0.4688835,2.353782,-2.119015,-0.7978896,-0.5904629,-0.06251568,0.1040073,0.1715355,3.485096,-2.676207,-0.5147296,0.809429,-0.1418313,0.2444627
1,-1.027322,3.643099,-2.846626,-0.2135654,0.5748346,0.1333332,0.7785739,-0.4676949,2.391492,-2.099545,-0.7897866,-0.6010947,-0.07457935,0.09674803,-0.04043832,3.335043,-2.834811,-0.6084943,0.6726165,-0.3131611,0.2815168
1,-1.002267,3.715022,-2.854455,-0.2149898,0.569585,0.1347729,0.7817855,-0.4533922,2.449364,-2.095825,-0.7986777,-0.5895996,-0.0797817,0.09011798,0.08646227,3.339408,-2.848136,-0.7173318,0.4414319,-0.3962859,0.3654184
1,-0.9714535,3.753572,-2.86994,-0.2074375,0.5651973,0.1379349,0.786445,-0.4240197,2.517376,-2.120144,-0.7976385,-0.5889704,-0.09260524,0.0911652,0.1792755,3.63422,-2.813485,-0.755182,0.5373682,-0.2245548,0.30085
1,-0.9484522,3.753294,-2.88126,-0.2015845,0.5625259,0.1356435,0.7902715,-0.4049764,2.552367,-2.138043,-0.7925541,-0.5915146,-0.11163,0.09750489,0.2546982,3.80746,-2.789851,-0.6403677,0.6412214,-0.1189257,0.4057351
1,-0.9380481,3.748112,-2.890164,-0.1947659,0.5575052,0.1331012,0.7959512,-0.3911042,2.561949,-2.121876,-0.7888486,-0.5956635,-0.1151171,0.09823906,0.2666626,3.814824,-2.77429,-0.5936787,0.6905473,-0.06045859,0.4086989
1,-0.9380644,3.745965,-2.90101,-0.1855442,0.5520005,0.1298481,0.8025013,-0.4203212,2.546486,-2.128551,-0.7799272,-0.6066788,-0.1296019,0.08281184,0.2696941,3.79641,-2.782538,-0.6314695,0.6771912,-0.07172859,0.3708279
1,-0.9403159,3.747743,-2.915556,-0.1832952,0.5519556,0.1283497,0.8032897,-0.4381405,2.55844,-2.119398,-0.7857058,-0.5944564,-0.1447587,0.09128454,0.2500702,3.909487,-2.82097,-0.6857245,0.624485,-0.09061163,0.3627533
1,-0.944015,3.745123,-2.930058,-0.1839997,0.5500866,0.1252482,0.8048986,-0.4385271,2.57111,-2.126202,-0.7868311,-0.5970035,-0.1333006,0.08194276,0.2003007,4.011904,-2.837477,-0.7308335,0.5827772,-0.06156333,0.3499472
1,-0.9485735,3.643374,-2.935224,-0.1481574,0.5701265,0.08451658,0.8036556,-0.4526767,2.567462,-2.144404,-0.7944129,-0.5913843,-0.1151224,0.07693972,0.1371899,4.046053,-2.856266,-0.7313738,0.5802054,-0.05878869,0.3535504
1,-0.970965,3.485382,-2.92103,-0.04965929,0.5910081,0.002839613,0.8051306,-0.4878031,2.538137,-2.2,-0.8213515,-0.5514764,-0.1147866,0.08988705,0.1338923,3.769654,-2.856514,-0.6824564,0.5736606,-0.05597588,0.4494814
1,-1.00884,3.475868,-2.917228,0.01115677,0.6122397,-0.025366,0.7901865,-0.5035844,2.429976,-2.19912,-0.8004011,-0.5852441,-0.06622153,0.1116337,-0.001101663,3.352932,-2.8938,-0.594503,0.6499965,-0.07640399,0.4671542
1,-1.043253,3.464446,-2.925731,0.02318957,0.6429952,-0.04325562,0.7642961,-0.5179147,2.362287,-2.245917,-0.788357,-0.5949264,-0.04576848,0.14987,-0.02146733,3.198092,-2.884104,-0.5581526,0.6506651,-0.1726734,0.4850616
1,-1.080725,3.454006,-2.932059,0.04328781,0.6726469,-0.04440143,0.7373607,-0.5392263,2.375835,-2.283731,-0.8023066,-0.5754607,-0.009429186,0.1583044,-0.1887461,3.15783,-3.014273,-0.6618883,0.5884251,-0.3203042,0.3362514
1,-1.110186,3.452216,-2.946856,0.04385514,0.685189,-0.04175331,0.725844,-0.5573125,2.358797,-2.32689,-0.792658,-0.5801914,0.004383549,0.187222,-0.3182354,2.921893,-3.147989,-0.8333432,0.333617,-0.2765732,0.3431414
1,-1.123425,3.435953,-2.96328,0.04643542,0.689634,-0.04374788,0.7213424,-0.5433959,2.378453,-2.36194,-0.7979459,-0.5734844,0.01496124,0.1848627,-0.1750313,2.75881,-3.169914,-0.6116655,0.6949547,-0.256386,0.2777941
1,-1.100335,3.422599,-2.99063,0.0497046,0.6851014,-0.0283047,0.7261986,-0.4977821,2.436247,-2.420807,-0.7757673,-0.6038811,0.03785887,0.1791078,-0.159051,2.674596,-3.190226,-0.4618404,0.8680468,-0.09078439,0.1579759
1,-1.038706,3.428772,-3.041175,0.02535538,0.6841182,-0.01052366,0.7288544,-0.4666604,2.415823,-2.45905,-0.7583961,-0.6295515,0.04462597,0.1628152,-0.3182703,2.624588,-3.239822,-0.6013963,0.6874617,-0.365537,0.1791689
1,-0.9407615,3.451425,-3.130096,-0.03465863,0.6948398,0.04398459,0.7169811,-0.390577,2.436046,-2.513756,-0.6925584,-0.7065092,0.07960008,0.1219488,-0.2141771,2.606704,-3.298565,-0.7323742,0.5494344,-0.329666,0.2303698
1,-0.815873,3.438356,-3.25416,-0.07434162,0.6919332,0.08202174,0.7134243,-0.3435552,2.457209,-2.583866,-0.696968,-0.7023863,0.08036463,0.1201278,-0.05818232,2.675393,-3.374436,-0.7453282,0.5330545,-0.3402221,0.211158
1,-0.6557776,3.440825,-3.386861,-0.08331436,0.6711103,0.1049072,0.7291531,-0.2095478,2.410593,-2.61644,-0.6929621,-0.7016283,0.06919573,0.1507753,0.1036267,2.812265,-3.478479,-0.715896,0.5709195,-0.3477475,0.2015335
1,-0.507158,3.470803,-3.502195,-0.09886536,0.6464297,0.1132741,0.7480128,-0.146566,2.522542,-2.766098,-0.673013,-0.7338836,0.02110343,0.08957188,0.3624392,2.958238,-3.568835,-0.7105768,0.5723597,-0.3502312,0.2117144
1,-0.4002258,3.522806,-3.589746,-0.1124565,0.6296763,0.1127915,0.7603548,-0.06308074,2.529425,-2.843895,-0.6646977,-0.7452716,-0.005169164,0.05215774,0.568872,3.184879,-3.595716,-0.6778409,0.5730399,-0.3785709,0.2623759
1,-0.3468101,3.551219,-3.63748,-0.110178,0.6126676,0.109634,0.7749062,-0.05203446,2.536743,-2.875699,-0.6718401,-0.7369276,-0.0739587,-0.009935575,0.902953,3.647439,-3.547317,-0.5267719,0.8007603,-0.2395676,0.1546019
1,-0.3403542,3.543907,-3.664423,-0.1191963,0.6055626,0.1091236,0.7792164,-0.04984583,2.564689,-2.910374,-0.6720147,-0.7318215,-0.1129449,-0.008776456,0.9939367,3.612102,-3.531263,-0.4510375,0.8572977,-0.2179052,0.1188408
1,-0.3524391,3.551548,-3.673495,-0.1278487,0.6104983,0.09985736,0.7752258,-0.05925387,2.568548,-2.914969,-0.6668748,-0.7380548,-0.1018297,0.01356194,0.8082545,3.313844,-3.597851,-0.7461833,0.4988554,-0.3952892,0.1951929
1,-0.3548302,3.557882,-3.685327,-0.1364779,0.6038944,0.109632,0.7776029,-0.06990289,2.584747,-2.908302,-0.6554223,-0.7507758,-0.08031164,-0.01753577,0.800085,3.388338,-3.632184,-0.8010862,0.442912,-0.3552091,0.1895161
1,-0.332029,3.563507,-3.716171,-0.1404091,0.5966552,0.1165476,0.7814759,-0.07646536,2.574226,-2.945851,-0.6622193,-0.7456553,-0.07168506,-0.01802965,0.8881857,3.617072,-3.643056,-0.7431723,0.5281488,-0.3194931,0.2582208
1,-0.2816061,3.541622,-3.753204,-0.137825,0.5754735,0.1173199,0.7975404,-0.06840345,2.578898,-2.970178,-0.6548243,-0.7486766,-0.1031883,0.006385097,1.020892,3.714216,-3.603584,-0.7098661,0.5954185,-0.2065501,0.3144901
1,-0.2002647,3.527553,-3.789748,-0.1313102,0.5482644,0.1164641,0.8176795,-0.06825943,2.565916,-2.985792,-0.6429267,-0.7476522,-0.1648639,0.02193896,1.051239,3.665129,-3.594262,-0.6930857,0.6128126,-0.2294127,0.3024283
1,-0.09228669,3.501918,-3.821516,-0.1027248,0.5199013,0.1018341,0.8418908,-0.00082623,2.57042,-2.978337,-0.634157,-0.7595178,-0.1432975,-0.02105913,1.059855,3.456421,-3.634609,-0.7105488,0.5420012,-0.2906127,0.3419055
1,0.02564419,3.463093,-3.848582,-0.03512691,0.4865595,0.055221,0.8711927,0.1183386,2.574028,-3.043245,-0.6342676,-0.7611264,-0.1333262,-0.02480871,1.106024,3.073464,-3.624794,-0.5999659,0.5706412,-0.3628075,0.4275283
1,0.1335562,3.438363,-3.867451,0.0401685,0.4415543,0.01216179,0.8962524,0.227354,2.553935,-3.109187,-0.6664199,-0.7364478,-0.1152891,0.01541191,1.114821,2.566581,-3.573935,-0.3934241,0.7065807,-0.3646539,0.4615072
1,0.221984,3.428718,-3.882092,0.09212892,0.3969969,-0.008371238,0.913146,0.3026813,2.55262,-3.12463,-0.6469605,-0.755319,-0.09242028,0.04892762,1.106992,2.277038,-3.53491,-0.2321274,0.791789,-0.3348233,0.455061
1,0.2754544,3.432566,-3.881937,0.1132844,0.3365637,-0.0205592,0.9345956,0.3501525,2.506223,-3.160044,-0.5962113,-0.7751256,-0.1745453,0.1150936,1.088412,2.312662,-3.432362,-0.2008801,0.7753403,-0.3133446,0.5102056
1,0.2898279,3.428374,-3.88952,0.1386893,0.2908047,-0.04111169,0.9457842,0.3567342,2.441971,-3.162357,-0.6403677,-0.7322132,-0.2151002,0.08674632,1.06311,2.357764,-3.391843,-0.1982668,0.7248716,-0.3978783,0.5262551
1,0.2908403,3.411576,-3.888314,0.151151,0.2939699,-0.05356038,0.9422666,0.3472381,2.311055,-3.146262,-0.7868905,-0.5531335,-0.2733216,-0.01191346,0.9815531,2.288459,-3.507338,-0.07752984,0.7462546,-0.3875601,0.5356215
1,0.2696514,3.406669,-3.879091,0.1619465,0.3070942,-0.06516675,0.9355318,0.3048169,2.202893,-3.138848,-0.8154633,-0.4468903,-0.363241,-0.05800615,0.825312,2.150257,-3.685494,-0.1602412,0.7192335,-0.4347678,0.51769
1,0.2435516,3.408571,-3.875672,0.1694086,0.3242069,-0.07510618,0.9276582,0.2507519,2.174097,-3.176454,-0.8318813,-0.3882798,-0.394009,-0.04437573,0.761429,2.098323,-3.703754,-0.2064069,0.6304097,-0.486951,0.5682065
1,0.2172977,3.406041,-3.879997,0.1767491,0.3321289,-0.07077128,0.9238191,0.2192388,2.171365,-3.189731,-0.8337727,-0.3862105,-0.3917091,-0.04720928,0.8491619,2.223995,-3.493683,-0.1918467,0.7369998,-0.4042055,0.5066006
1,0.1945185,3.411284,-3.875326,0.1641612,0.3493126,-0.07086003,0.9197884,0.2155257,2.174486,-3.206156,-0.838567,-0.4012761,-0.3667921,-0.03530617,0.8857036,2.255738,-3.426562,-0.0276682,0.8633364,-0.2042739,0.4606048
1,0.1752354,3.418025,-3.875724,0.1542962,0.3529114,-0.06388707,0.9206328,0.1975118,2.184546,-3.209694,-0.828676,-0.4303183,-0.3564916,-0.032188,0.7220377,2.25625,-3.639704,-0.06516509,0.8451147,-0.286501,0.4466003
1,0.1573303,3.419108,-3.887269,0.1542959,0.3634847,-0.06199466,0.9166397,0.1629489,2.221345,-3.220726,-0.8263055,-0.4417128,-0.3480318,-0.0313501,0.7484635,2.206867,-3.711075,-0.3606241,0.6957504,-0.4548083,0.4231207
1,0.1385142,3.424865,-3.893692,0.1461625,0.3711357,-0.06452798,0.91473,0.1618422,2.212287,-3.223957,-0.8258994,-0.4407703,-0.3504845,-0.02779251,0.9092284,2.491815,-3.603108,-0.4321506,0.6842068,-0.4679887,0.3550965
1,0.1219982,3.428725,-3.895868,0.1379095,0.373051,-0.0560883,0.9157882,0.1501536,2.220566,-3.227967,-0.8183677,-0.4621141,-0.3404853,-0.02818857,0.9361454,2.520747,-3.606447,-0.3468791,0.6551576,-0.4661918,0.4828133
1,0.1129554,3.424803,-3.908091,0.1456409,0.3673649,-0.04759886,0.9173691,0.1233816,2.216592,-3.233481,-0.8008822,-0.4755859,-0.3636371,-0.01318287,0.8355694,2.376636,-3.572791,-0.2245209,0.7495924,-0.3526335,0.5131775
1,0.1057443,3.426607,-3.906112,0.1372299,0.3651358,-0.04437993,0.9197143,0.1294275,2.22822,-3.230358,-0.8090527,-0.4586188,-0.3674934,-0.007150786,0.9290335,2.276016,-3.438821,-0.1066539,0.8618932,-0.2135259,0.4474056
1,0.0996324,3.427661,-3.905648,0.1345562,0.3616182,-0.03697562,0.9218242,0.1316523,2.235714,-3.225214,-0.8089896,-0.4721947,-0.3487369,-0.03083023,0.8487016,2.374469,-3.573631,-0.09985594,0.8645709,-0.2237958,0.4387043
1,0.09630676,3.431452,-3.910781,0.1275337,0.3657731,-0.03766311,0.9211551,0.1196342,2.233031,-3.224789,-0.7923312,-0.4918939,-0.3590805,-0.03623446,0.7873285,2.362295,-3.731303,-0.251329,0.7737036,-0.3846003,0.4362329
1,0.09176756,3.432138,-3.919998,0.1264293,0.3723522,-0.03857368,0.9186302,0.1226278,2.237253,-3.221144,-0.8012816,-0.4807686,-0.3539289,-0.03928907,0.8139117,2.363424,-3.72653,-0.3234287,0.7042411,-0.4380493,0.4555778
1,0.08721969,3.432877,-3.933422,0.1265447,0.3778087,-0.04330737,0.9161722,0.1339125,2.235307,-3.237984,-0.8116797,-0.4754617,-0.3381263,-0.02798185,0.9765725,2.448432,-3.592221,-0.4056491,0.7235584,-0.3593459,0.4275309
1,0.07992537,3.435827,-3.942322,0.1209716,0.3824301,-0.04280039,0.9150307,0.1294462,2.237291,-3.248298,-0.8094565,-0.4818226,-0.334547,-0.02656146,1.135451,2.494386,-3.498949,-0.3893864,0.7230918,-0.2327945,0.5208869
1,0.07078942,3.436538,-3.947787,0.1178472,0.377638,-0.03560578,0.917733,0.1126648,2.235732,-3.255575,-0.7888789,-0.5109028,-0.3399099,-0.03331126,1.121797,2.515832,-3.480157,-0.2338382,0.7622753,-0.1619726,0.5813957
1,0.06465191,3.441507,-3.954478,0.1097579,0.3712499,-0.02803919,0.9215967,0.08314925,2.234761,-3.252482,-0.7815415,-0.5074635,-0.3613642,-0.03300821,1.110056,2.528419,-3.471565,-0.2630779,0.7405114,-0.1498019,0.5999936
1,0.05715857,3.451852,-3.966336,0.09161687,0.3668014,-0.02369439,0.9254738,0.07936069,2.245003,-3.246282,-0.7824373,-0.5009221,-0.3682974,-0.03501324,1.111999,2.70749,-3.45554,-0.3629478,0.7191656,-0.19617,0.5590948
1,0.04855225,3.460181,-3.978921,0.07476301,0.3691311,-0.02206098,0.9261026,0.08992358,2.267017,-3.243778,-0.7840582,-0.5125411,-0.3463202,-0.05115459,1.084267,3.01881,-3.445074,-0.4814901,0.6536627,-0.2299581,0.536667
1,0.04583984,3.462497,-3.979028,0.0687119,0.3859873,-0.03139892,0.9194056,0.1004109,2.276777,-3.252529,-0.7839316,-0.5217111,-0.333705,-0.0437024,1.023564,3.063962,-3.400702,-0.5046028,0.6215035,-0.2451257,0.5468299
1,0.0753492,3.461626,-3.974195,0.07164895,0.3962619,-0.03663931,0.9146041,0.1206388,2.272562,-3.261842,-0.790217,-0.5186105,-0.3262238,-0.01335287,0.9714354,2.888825,-3.305489,-0.4482714,0.6156364,-0.221226,0.6091828
1,0.1467328,3.448372,-3.983344,0.09424304,0.3985021,-0.04615933,0.9111442,0.1621275,2.258148,-3.281435,-0.7953318,-0.5087693,-0.329501,0.005488608,0.9406913,2.731446,-3.254424,-0.3664899,0.6260153,-0.2769741,0.6301391
1,0.2717432,3.433189,-3.995199,0.1003501,0.3969011,-0.05171102,0.9108926,0.1949391,2.271156,-3.290722,-0.791946,-0.4990239,-0.3509056,0.02573058,0.9625124,2.648715,-3.329496,-0.2760498,0.6465418,-0.3181491,0.6360514
1,0.4462918,3.403048,-4.013811,0.1172246,0.3773155,-0.04786165,0.917388,0.2424341,2.25058,-3.280751,-0.7829199,-0.5072947,-0.3599478,-0.0112338,1.014297,2.535479,-3.512932,-0.197209,0.6468476,-0.4069777,0.6140569
1,0.6331068,3.384603,-4.028724,0.1388218,0.3463086,-0.02773492,0.9273778,0.3499295,2.227449,-3.287807,-0.7761377,-0.4915053,-0.3942915,-0.02381135,1.126853,2.373117,-3.632413,-0.1921013,0.7192639,-0.3694811,0.5560938
1,0.8255,3.395195,-4.034211,0.1641054,0.3149235,-0.02512591,0.9344845,0.5086442,2.204965,-3.309771,-0.7633473,-0.4889845,-0.4203791,-0.03842441,1.309073,2.218502,-3.715812,-0.1772573,0.7374299,-0.374919,0.5331161
1,0.952894,3.403148,-4.029682,0.175964,0.286989,-0.03111027,0.9411196,0.6351812,2.193228,-3.343293,-0.7602083,-0.4654074,-0.448765,-0.06394726,1.468047,2.115064,-3.785103,-0.1233427,0.7465934,-0.379405,0.5323878
1,1.004343,3.410888,-4.035926,0.1761384,0.2515519,-0.03318716,0.9511023,0.6907357,2.196506,-3.388865,-0.749062,-0.4544433,-0.4727605,-0.09426007,1.55934,2.085416,-3.830232,-0.06087259,0.7561479,-0.3738503,0.5336393
1,0.9952628,3.435144,-4.04865,0.1160485,0.2161817,-0.03166028,0.9689148,0.6800341,2.202015,-3.414609,-0.7566162,-0.4380603,-0.4752489,-0.09886182,1.595904,2.074761,-3.847688,-0.03876462,0.7608449,-0.3688407,0.532512
1,0.9597007,3.484732,-4.071465,0.02912593,0.1852048,-0.02667537,0.981906,0.7292376,2.06756,-3.466415,-0.7424623,-0.4651866,-0.4804256,-0.03927421,1.584958,1.967476,-3.885051,0.02495928,0.7494546,-0.3994498,0.5273848
1,0.9277908,3.512435,-4.091521,-0.03928982,0.1641422,-0.01461818,0.9855455,0.7543247,1.712542,-3.675724,-0.8450415,-0.2731153,-0.4279182,0.1679256,1.525421,1.71746,-3.978685,0.1943024,0.7890213,-0.2545117,0.5243242
1,0.9024227,3.520585,-4.103293,-0.05826719,0.1555981,-0.01182248,0.9860296,0.5571921,1.353014,-3.883716,-0.863859,-0.0186315,-0.4156063,0.284028,1.415726,1.434209,-4.177941,0.3514409,0.774632,-0.06836423,0.5213068
1,0.8882136,3.515398,-4.106743,-0.05520457,0.1555462,-0.01278939,0.986202,0.3012715,1.202741,-3.98004,-0.8427912,0.1254383,-0.4292172,0.2995678,1.353946,1.434942,-4.277903,0.4498296,0.7542663,-0.04752719,0.4758959
1,0.8861555,3.50395,-4.10396,-0.03868564,0.1597375,-0.01249391,0.9863221,0.1266574,1.00895,-4.016257,-0.7754189,-0.1348247,-0.5522876,0.2748205,1.375861,1.590659,-4.160104,0.4514553,0.7833542,-0.049139,0.4244169
